"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"15133684706","","2005091","","","2010-05-31 21:42:27 +0000","<a href=""http://twidroyd.com"" rel=""nofollow"">twidroyd (original)</a>","@jonocole @jonty Whats the crack for bands uploading their own music to last.fm? None mainstream bands etc. Thanks!"
"15123382389","","","","","2010-05-31 18:02:34 +0000","<a href=""http://twidroyd.com"" rel=""nofollow"">twidroyd (original)</a>","Cineworld have a back row dating service. Lolwut. #fb"
"15116923539","","","","","2010-05-31 16:08:03 +0000","web","At least 86 creme eggs... Shall take some into FreeSide tomorrow... #fb"
"15116704125","","","","","2010-05-31 16:04:25 +0000","web","O2 advertising home phone and broadband in Hull. Why? #fb"
"15116686413","","","","","2010-05-31 16:04:08 +0000","web","Sunday Drivers? Try Bank Holiday drivers! #fb"
"15111749441","","","","","2010-05-31 14:43:59 +0000","<a href=""http://twidroyd.com"" rel=""nofollow"">twidroyd (original)</a>","Could do with injecting some new music into my last.fm library.. #fb"
"15058692321","15040115361","15797140","","","2010-05-30 18:55:04 +0000","<a href=""http://twidroyd.com"" rel=""nofollow"">twidroyd (original)</a>","@hhariri Never mind. I'll cross the bridge when I come to it. :)"
"15045086934","","","","","2010-05-30 14:38:49 +0000","web","ESXi seems to have killed a hard drive. Still in warranty at least, just my newly migrated VM's lost. Bahh :("
"15041384400","","14355014","","","2010-05-30 13:35:04 +0000","web","@shinaku SORT YOUR FUCKING LIFE OUT"
"15041377605","","","15041186861","14355014","2010-05-30 13:34:57 +0000","web","RT @shinaku: You're not as funny as you think you are."
"15039305075","14996977114","15797140","","","2010-05-30 12:54:59 +0000","web","@hhariri Just wondering.. As when I applied for a different license for a different project, it seemed to suggest the management has changed"
"15038884465","","","","","2010-05-30 12:45:49 +0000","web","Some googling seemed to suggest as i had changed my googlemail to gmail, i needed to login with that account. Seems to have done the trick!"
"15038865683","","","","","2010-05-30 12:45:25 +0000","web","My phone had stopped updating apps.. Just sitting there, busy wait cpu/network cycle, meaning battery got om nom nommed?"
"15007768381","15003476828","16019962","","","2010-05-30 00:31:24 +0000","web","@mrwizrd Though twidroid was apparently omnomnoming power. Changed it's update frequency. See how tomorrow is :/... Ughhh"
"15007699896","15003476828","16019962","","","2010-05-30 00:29:57 +0000","web","@mrwizrd Most you ever see on the vodafone forums is people just saying ""oh it never lasts long"". But the drop is significant now :/"
"15002144472","","","","","2010-05-29 22:23:48 +0000","web","Why is my HTC Magic battery not managing much more than 12 hours? And that's with very little use? #rage #fb"
"15000643959","","","","","2010-05-29 21:52:06 +0000","web","Last.fm is playing me Lordi..."
"14996898540","","14285097","","","2010-05-29 20:30:36 +0000","web","@resharper What's the process for renewing open source licenses? Thanks! :)"
"14993387897","","","","","2010-05-29 19:17:11 +0000","web","115.9p/litre unleaded isn't bad. Relatively, at least #fb"
"14991846222","","","","","2010-05-29 18:44:04 +0000","web","http://bit.ly/cAa1FX Work starts in ?15m plan to get Concorde flying #fb"
"14938832261","14936749959","6031","","","2010-05-28 23:25:07 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@kartar Got a copy coming tomorrow already :-)"
"14934296092","","","","","2010-05-28 21:51:58 +0000","web","Dear Amazon, as much as I love Prime, I don't see why you have to nearly always send multiple orders via multiple delivery methods.. #fb"
"14933201449","","","14931956056","15866848","2010-05-28 21:28:48 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","RT @thebigboo: Phil: ""Theres jelly on my trousers."" Joe: ""Thats what she said."" May Sum. Right now. Lol."
"14923865877","","","","","2010-05-28 18:21:53 +0000","web","Anyone know of @puppetlabs training for not lolmoney? Maybe something for like non profit groups or something? :/"
"14911826097","","","14911029696","21849534","2010-05-28 15:03:11 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","RT @NovatechLtd: Follow @Novatechltd & @LogitechUK & Retweet for the chance to WIN a Logitech Z323 Speaker System See http://bit.ly/bo4l ..."
"14909255166","","","","","2010-05-28 14:23:08 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Need to learn to use #puppet. Hmmmm"
"14899047273","","","","","2010-05-28 11:09:00 +0000","web","Think Switchblade in @freeside shall be one of the first to be converted to rackmount. Its PSU is making an awful racket"
"14898691047","","","","","2010-05-28 11:00:18 +0000","web","Looks like a power cut has killed the hard drive in Cake @freeside #fb"
"14895705485","","2309461","","","2010-05-28 09:39:36 +0000","web","@freeside is probably down due to last nights power surge? #fb"
"14895511823","14874146702","14837257","","","2010-05-28 09:33:58 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@Sacro What's up with @freeside ?"
"14894750039","14878961856","15911738","","","2010-05-28 09:12:03 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@SquidDLane Give me a shout if you want a hand. I'll send you a copy of what we're using..."
"14873373602","14872484208","14837257","","","2010-05-28 01:32:52 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@Sacro wut?"
"14873357577","14872702857","15911738","","","2010-05-28 01:32:35 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@SquidDLane Lithuania. Well, when he's not in America..."
"14871950990","14868509783","15911738","","","2010-05-28 01:07:55 +0000","web","@SquidDLane All the Polish seem to be in England... Go seem Domas? ;)"
"14871721131","","","","","2010-05-28 01:03:55 +0000","web","Ok, so how have I missed quite a lot of the tweets *at* me? :/"
"14871673112","14751745072","68731296","","","2010-05-28 01:03:06 +0000","web","@LogitechUK Haha no. Background noise when working. And it was fairly close. Still. Much impressed. Shame it was an extra cost! :P"
"14871644166","14736390307","15911738","","","2010-05-28 01:02:36 +0000","web","@SquidDLane Nope. I was trying to use it, but it seemed to being a PITA. Ended up reverting, then just refactoring the ldap ""hacks"" out.. :/"
"14871552467","14760299199","15797140","","","2010-05-28 01:01:04 +0000","web","@hhariri Ohhh. Thanks. Probably should link it in more obvious places on your site.. :)"
"14871267163","","15911738","","","2010-05-28 00:56:06 +0000","web","@SquidDLane @simonbutcher Ah. Now I realise. Somehow Ryan knows who is tweeting @ me ;)"
"14870887154","14867805533","15911738","","","2010-05-28 00:49:12 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@SquidDLane @simonbutcher Small world much?"
"14825555454","14824637661","21001225","","","2010-05-27 10:23:09 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@EmmaAshley we had dog icecream also... Spoolio last year"
"14791004350","","","","","2010-05-26 22:01:56 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Erdinger Weissbier in hull? Whee wetherspoons http://yfrog.com/0sceqzj #fb"
"14783936589","","","","","2010-05-26 19:38:06 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","#hdqt Electron dissertation submission??? Wassat?"
"14782030956","","","","","2010-05-26 18:59:41 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Apple are evil. Google is also evil, but not as evil as apple #hdqt"
"14781904862","","","","","2010-05-26 18:57:09 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Mac OS on a pc? Lolno #hdqt"
"14780822904","","","","","2010-05-26 18:35:51 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Lol, @shinaku outed at #hdqt"
"14779570381","","","","","2010-05-26 18:11:13 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","#hdqt panel http://yfrog.com/0se5pj"
"14778840911","","","","","2010-05-26 17:57:14 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","Are @KarooBroadband attending #hdqt ?"
"14778758390","14767041541","19423687","","","2010-05-26 17:55:36 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","@petermorris_550 what's up?"
"14766689993","14766342550","14355014","","","2010-05-26 14:29:30 +0000","web","@shinaku Lol. Phones4U on a phone interview made it quite clear (indirectly) that they are just pushing for sales"
"14760745547","14760572269","779050","","","2010-05-26 12:48:25 +0000","web","@Kiwi_Si I am actually booting from USB (or so i thought..) But i noticed on the drive there is a ""DOS"" and a VMWare Diagnostics partition.."
"14759988367","14758538993","115180931","","","2010-05-26 12:33:46 +0000","web","@webide Why hasn't Resharper got a twitter account?"
"14759849087","14759364062","779050","","","2010-05-26 12:31:02 +0000","web","@Kiwi_Si Was more meaning how to do it. Heh :) Reinstall ESXi and reattach the VM's... Or clone disk and expand...? Or.... Thanks"
"14759251016","","","","","2010-05-26 12:19:16 +0000","web","Still trying to find a 12-16U Server rack that doesn't cost the earth... #fb"
"14759225718","14759187820","94178695","","","2010-05-26 12:18:45 +0000","web","@humphreybc Np :)"
"14759119635","","94178695","","","2010-05-26 12:16:34 +0000","web","@humphreybc http://bit.ly/by8sqo 1366x768"
"14758890009","","779050","","","2010-05-26 12:11:50 +0000","web","@Kiwi_Si Any suggestions on the simplest way to upgrade the main ESXi hard drive in my ml115. Stock 160 -&gt; anything? Taa :)"
"14728297718","","","","","2010-05-26 00:38:21 +0000","web","Finally got round to refactoring @Freeside's MediaWiki LDAP hack into a ""usable"" extension. 2 lines of code added to LocalSettings now! ;D"
"14720387496","","","","","2010-05-25 22:07:46 +0000","web","My SqueezeBox Radio is supposed to have ~6 hours battery life. I've had at least 10 playing internet radio today. Great :D @LogitechUK #fb"
"14686160906","","","13879132624","14641992","2010-05-25 11:16:25 +0000","<a href=""http://twidroid.com"" rel=""nofollow"">twidroid</a>","RT @tadghoc: Arrr! @PiratePartyIE needs you! (and thirty five more people) to become an officially registered party. So come aboard! pir ..."
"14657619076","","","","","2010-05-25 00:25:59 +0000","web","Didn't buy enough rubber bands today. Have to go buy some more in the morning... #fb"
"14638296216","","28587521","","","2010-05-24 18:01:06 +0000","web","@tjlawrence @stuarthicks And in another one, Lost doesn't exist..."
"14638228610","","","","","2010-05-24 17:59:53 +0000","web","So, there's .NET Micro Framework 4.1 Beta. Will it fix my dissertation, or mess it up further? #fb"
