"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"164497215820271617","","","","","2012-01-31 23:56:07 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Yes Chrome, the page may have non secure resources. Would you mind telling me what those are, or do I need a clairvoyant?"
"164404634134384640","","","","","2012-01-31 17:48:13 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Ohhh, how I love coming back home... #fb"
"164366618716143616","","","","","2012-01-31 15:17:10 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","Should have really got an oyster card when I was last in London. Would've already paid for itself. Oh well. ?5 for the card #fb"
"164365527651860480","","","","","2012-01-31 15:12:50 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","And I saw an http://t.co/oFjOaA75 warehouse and offices","http://Amazon.co.uk"
"164365206598844417","","","","","2012-01-31 15:11:33 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","Saw a Channel Tunnel locamotive on the back of a lorry heading south on the m1 near Coventry. Slightly strange"
"164364895738003459","","","","","2012-01-31 15:10:19 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","Good run back up t'north from Wembley. Less than 3 hours. That'll do! #fb"
"164315068568305664","","","","","2012-01-31 11:52:19 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","It would seem it is starting to snow in Wembley... #fb"
"164166416302473216","","","","","2012-01-31 02:01:38 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","Baaaaaaah. Typical"
"164074797016432641","164072226046480384","824065","","","2012-01-30 19:57:34 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","@yuvipanda You're in the right place ;)"
"164071553783431169","164033879483748352","824065","","","2012-01-30 19:44:41 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","@yuvipanda Unfortunately, the joke you were hinting at with the barely being able to walk is lies..."
"164051955528900608","","","","","2012-01-30 18:26:48 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","So, for baggage this makes some sense, but for a car!? http://t.co/bMPVQbn8 #fb","http://yfrog.com/kfbtlxvj"
"164043056692199424","","","","","2012-01-30 17:51:27 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","Seriously, you're doing your food shopping at m&s in st Pancras!?"
"164033968738541568","","","","","2012-01-30 17:15:20 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","I has oyster card..."
"164025103439511552","","15168409","","","2012-01-30 16:40:06 +0000","<a href=""http://levelupstudio.com/plume"" rel=""nofollow"">Plume?for?Android</a>","@MattGarforth I'm in London ;)"
"164015624413126656","","","","","2012-01-30 16:02:26 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","I know I've said it before, but I'll say it again - Do people not fucking know what ""average"" means? Stupid SPEC cams #fb"
"164015124171067392","164014697870397440","242113579","","","2012-01-30 16:00:27 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","@geekyscott Couple of reasonably totalled cars. No one rushing. Presume heli wasn't needed as it was shutdown tetc..."
"164013820497502208","","","","","2012-01-30 15:55:16 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Derby Air Ambulance parked on the M1 http://t.co/z5FVX4Vd http://t.co/U7hNiNei #fb","http://bit.ly/zu5CuT","http://bit.ly/wMzdBJ"
"164008355277443072","","","","","2012-01-30 15:33:33 +0000","<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>","Bleh, tethering seems to keep dropping out.."
